S,P,O1,O2,S_perf,P_perf,O1_perf,O2_perf,pos1,pos2,pos3,pos4,subject_id,trial,rt,decision_type,bonus,response,response_n,dec_OC,out_eng,dec_num_n,correct,init,age,sex,version
3,4,5,3,,,,,2,0,1,3,uhb33a1,21,2268.5,5,0.5,,1,NA,-0.5,2,0,CS,26,W,A
3,4,2,5,,,,,0,1,2,3,uhb33a1,22,1441.5999999996275,3,0.5,,1,1,2.5,1,1,CS,26,W,A
3,4,2,5,,,,,0,1,2,3,uhb33a1,22,444.69999999925494,1,0.5,,0,1,1.5,2,0,CS,26,W,A
1,3,4,4,,,,,3,2,0,1,uhb33a1,23,345.40000000037253,5,0.5,,0,NA,-3.5,1,1,CS,26,W,A
1,3,4,4,,,,,3,2,0,1,uhb33a1,23,350.2999999988824,2,0.5,,0,2,-2.5,2,1,CS,26,W,A
3,2,2,2,,,,,0,3,1,2,uhb33a1,24,736.0999999996275,1,-0.5,,1,1,0.5,1,1,CS,26,W,A
3,2,2,2,,,,,0,3,1,2,uhb33a1,24,1164.2999999988824,5,0.5,,0,NA,1.5,2,0,CS,26,W,A
3,5,3,0,,,,,3,0,2,1,uhb33a1,25,1095.5,5,0.5,,1,NA,5.5,1,1,CS,26,W,A
3,5,3,0,,,,,3,0,2,1,uhb33a1,25,1278,4,0.5,,1,2,5.5,2,1,CS,26,W,A
4,5,5,5,,,,,0,3,1,2,uhb33a1,26,1179.0999999996275,1,-0.5,,0,1,-1.5,1,1,CS,26,W,A
4,5,5,5,,,,,0,3,1,2,uhb33a1,26,1421.6000000014901,4,-0.5,,1,2,-0.5,2,0,CS,26,W,A
6,2,5,4,,,,,3,1,0,2,uhb33a1,27,1272.0999999996275,3,0.5,,0,1,-2.5,1,1,CS,26,W,A
6,2,5,4,,,,,3,1,0,2,uhb33a1,27,1273.800000000745,2,-0.5,,0,2,1.5,2,0,CS,26,W,A
4,2,6,2,,,,,2,1,3,0,uhb33a1,28,1920,5,-0.5,,0,NA,-2.5,1,1,CS,26,W,A
4,2,6,2,,,,,2,1,3,0,uhb33a1,28,1614.0999999996275,2,0.5,,0,2,2.5,2,0,CS,26,W,A
2,4,2,3,,,,,0,1,3,2,uhb33a1,29,1069.4000000003725,5,0.5,,1,NA,1.5,1,1,CS,26,W,A
2,4,2,3,,,,,0,1,3,2,uhb33a1,29,714.5999999996275,1,0.5,,1,1,0.5,2,1,CS,26,W,A
3,3,5,3,,,,,2,3,1,0,uhb33a1,30,1511.5,5,0.5,,1,NA,-1.5,1,0,CS,26,W,A
3,3,5,3,,,,,2,3,1,0,uhb33a1,30,1614.5,3,-0.5,,1,1,-2.5,2,0,CS,26,W,A
3,3,4,4,,,,,3,2,0,1,uhb33a1,31,1312.4000000003725,2,-0.5,,0,2,-1.5,1,1,CS,26,W,A
3,3,4,4,,,,,3,2,0,1,uhb33a1,31,1704.800000000745,5,-0.5,,0,NA,-2.5,2,1,CS,26,W,A
2,5,5,3,,,,,0,1,2,3,uhb33a1,32,1459.7000000011176,4,0.5,,1,2,2.5,1,1,CS,26,W,A
2,5,5,3,,,,,0,1,2,3,uhb33a1,32,1049.7999999988824,1,-0.5,,0,1,-3.5,2,1,CS,26,W,A
5,5,5,4,,,,,3,2,1,0,uhb33a1,33,1824.2999999988824,4,0.5,,1,2,1.5,1,1,CS,26,W,A
5,5,5,4,,,,,3,2,1,0,uhb33a1,33,990.2999999988824,5,0.5,,1,NA,1.5,2,1,CS,26,W,A
3,5,5,5,,,,,2,0,3,1,uhb33a1,34,1607.9000000003725,2,-0.5,,0,2,-2.5,1,1,CS,26,W,A
3,5,5,5,,,,,2,0,3,1,uhb33a1,34,1165,5,-0.5,,1,NA,-2.5,2,0,CS,26,W,A
4,5,4,4,,,,,1,3,0,2,uhb33a1,35,1386.5,4,-0.5,,1,2,0.5,1,1,CS,26,W,A
4,5,4,4,,,,,1,3,0,2,uhb33a1,35,2312.699999999255,3,0.5,,1,1,1.5,2,1,CS,26,W,A
2,6,3,4,,,,,1,0,3,2,uhb33a1,36,1548.2000000011176,5,-0.5,,0,NA,0.5,1,0,CS,26,W,A
2,6,3,4,,,,,1,0,3,2,uhb33a1,36,1068.2999999988824,3,-0.5,,0,1,2.5,2,0,CS,26,W,A
5,4,4,4,,,,,1,0,2,3,uhb33a1,37,1450.2999999988824,1,0.5,,1,1,1.5,1,1,CS,26,W,A
5,4,4,4,,,,,1,0,2,3,uhb33a1,37,750.0999999996275,5,0.5,,1,NA,1.5,2,1,CS,26,W,A
6,2,2,3,,,,,1,2,3,0,uhb33a1,38,1219,1,0.5,,1,1,4.5,1,1,CS,26,W,A
6,2,2,3,,,,,1,2,3,0,uhb33a1,38,1326.5,5,-0.5,,1,NA,2.5,2,1,CS,26,W,A
6,3,3,3,,,,,2,3,0,1,uhb33a1,39,1278.4000000003725,1,-0.5,,1,1,2.5,1,1,CS,26,W,A
6,3,3,3,,,,,2,3,0,1,uhb33a1,39,350.19999999925494,4,-0.5,,0,2,-0.5,2,1,CS,26,W,A
3,3,5,2,,,,,0,3,2,1,uhb33a1,40,1440.4000000003725,5,-0.5,,1,NA,-1.5,1,0,CS,26,W,A
3,3,5,2,,,,,0,3,2,1,uhb33a1,40,1534,2,-0.5,,1,2,0.5,2,1,CS,26,W,A
3,5,4,4,,,,,1,2,0,3,uhb33a1,41,955.0999999996275,2,0.5,,0,2,-0.5,1,1,CS,26,W,A
3,5,4,4,,,,,1,2,0,3,uhb33a1,41,1083.5,5,-0.5,,0,NA,-0.5,2,1,CS,26,W,A
3,5,3,4,,,,,3,1,2,0,uhb33a1,42,2109.5999999996275,5,-0.5,,1,NA,0.5,1,1,CS,26,W,A
3,5,3,4,,,,,3,1,2,0,uhb33a1,42,1564.2000000011176,4,-0.5,,0,2,0.5,2,0,CS,26,W,A
2,4,5,3,,,,,2,1,0,3,uhb33a1,43,1019.4000000003725,1,-0.5,,0,1,-3.5,1,1,CS,26,W,A
2,4,5,3,,,,,2,1,0,3,uhb33a1,43,1689.800000000745,3,-0.5,,1,1,-1.5,2,0,CS,26,W,A
4,3,3,5,,,,,3,0,1,2,uhb33a1,44,1488.300000000745,4,0.5,,1,2,-1.5,1,0,CS,26,W,A
4,3,3,5,,,,,3,0,1,2,uhb33a1,44,526,1,0.5,,0,1,1.5,2,0,CS,26,W,A
3,4,5,4,,,,,1,3,2,0,uhb33a1,45,1477.199999999255,3,0.5,,0,1,-0.5,1,1,CS,26,W,A
3,4,5,4,,,,,1,3,2,0,uhb33a1,45,923.9000000003725,5,-0.5,,0,NA,-2.5,2,1,CS,26,W,A
4,3,3,3,,,,,2,0,1,3,uhb33a1,46,2113.300000000745,5,0.5,,1,NA,1.5,1,1,CS,26,W,A
4,3,3,3,,,,,2,0,1,3,uhb33a1,46,1326.3999999985099,3,-0.5,,1,1,-0.5,2,0,CS,26,W,A
4,1,5,2,,,,,0,2,1,3,uhb33a1,47,1865,2,0.5,,0,2,2.5,1,0,CS,26,W,A
4,1,5,2,,,,,0,2,1,3,uhb33a1,47,3274.39999999851,1,-0.5,,0,1,-1.5,2,1,CS,26,W,A
3,3,4,4,,,,,0,2,3,1,uhb33a1,48,1708.5,4,-0.5,,0,2,-1.5,1,1,CS,26,W,A
3,3,4,4,,,,,0,2,3,1,uhb33a1,48,1068.800000000745,5,0.5,,0,NA,-1.5,2,1,CS,26,W,A
6,4,4,2,,,,,3,1,0,2,uhb33a1,49,1359.4000000003725,2,0.5,,1,2,4.5,1,1,CS,26,W,A
6,4,4,2,,,,,3,1,0,2,uhb33a1,49,953.1999999992549,5,0.5,,1,NA,4.5,2,1,CS,26,W,A
4,4,4,4,,,,,3,0,2,1,uhb33a1,50,1467.199999999255,5,-0.5,,1,NA,-0.5,1,0,CS,26,W,A
4,4,4,4,,,,,3,0,2,1,uhb33a1,50,1027.800000000745,2,-0.5,,1,2,-0.5,2,0,CS,26,W,A
4,3,2,5,,,,,1,2,3,0,uhb33a1,51,3431.2999999988824,3,-0.5,,1,1,0.5,1,1,CS,26,W,A
4,3,2,5,,,,,1,2,3,0,uhb33a1,51,765.2000000011176,4,-0.5,,0,2,-2.5,2,1,CS,26,W,A
4,3,3,4,,,,,1,0,3,2,uhb33a1,52,1585.5,5,0.5,,1,NA,0.5,1,1,CS,26,W,A
4,3,3,4,,,,,1,0,3,2,uhb33a1,52,1309.5999999996275,1,0.5,,1,1,1.5,2,1,CS,26,W,A
2,2,6,4,,,,,0,1,3,2,uhb33a1,53,1169,3,-0.5,,0,1,-4.5,1,1,CS,26,W,A
2,2,6,4,,,,,0,1,3,2,uhb33a1,53,397.7000000011176,5,-0.5,,0,NA,-6.5,2,1,CS,26,W,A
4,6,3,6,,,,,3,1,2,0,uhb33a1,54,1524.5999999996275,5,-0.5,,1,NA,0.5,1,1,CS,26,W,A
4,6,3,6,,,,,3,1,2,0,uhb33a1,54,1753.199999999255,3,-0.5,,1,1,2.5,2,1,CS,26,W,A
4,4,3,5,,,,,0,3,2,1,uhb33a1,55,2419.4000000003725,5,0.5,,1,NA,0.5,1,1,CS,26,W,A
4,4,3,5,,,,,0,3,2,1,uhb33a1,55,1630.2999999988824,3,-0.5,,1,1,0.5,2,1,CS,26,W,A
4,4,3,6,,,,,1,3,0,2,uhb33a1,56,2322.9000000003725,1,-0.5,,1,1,0.5,1,1,CS,26,W,A
4,4,3,6,,,,,1,3,0,2,uhb33a1,56,1581.5,2,-0.5,,0,2,-2.5,2,1,CS,26,W,A
4,4,4,3,,,,,3,2,0,1,uhb33a1,57,3147.2999999988824,5,-0.5,,0,NA,0.5,1,0,CS,26,W,A
4,4,4,3,,,,,3,2,0,1,uhb33a1,57,540.2000000011176,1,0.5,,1,1,0.5,2,1,CS,26,W,A
5,3,3,1,,,,,2,0,1,3,uhb33a1,58,1227.0999999996275,3,-0.5,,1,1,-0.5,1,0,CS,26,W,A
5,3,3,1,,,,,2,0,1,3,uhb33a1,58,893.4000000003725,1,-0.5,,1,1,1.5,2,1,CS,26,W,A
5,4,4,4,,,,,0,3,1,2,uhb33a1,59,3116.300000000745,3,0.5,,1,1,0.5,1,1,CS,26,W,A
5,4,4,4,,,,,0,3,1,2,uhb33a1,59,900.4000000003725,5,-0.5,,1,NA,0.5,2,1,CS,26,W,A
4,3,2,4,,,,,3,0,1,2,uhb33a1,60,1515.0999999996275,5,0.5,,0,NA,1.5,1,0,CS,26,W,A
4,3,2,4,,,,,3,0,1,2,uhb33a1,60,1870,4,-0.5,,0,2,-1.5,2,1,CS,26,W,A
2,4,3,4,,,,,0,2,1,3,uhb33a1,61,1959.5,5,-0.5,,0,NA,-1.5,1,1,CS,26,W,A
2,4,3,4,,,,,0,2,1,3,uhb33a1,61,847,4,-0.5,,1,2,-0.5,2,0,CS,26,W,A
4,2,3,3,,,,,1,0,2,3,uhb33a1,62,2265.0999999996275,1,-0.5,,0,1,0.5,1,0,CS,26,W,A
4,2,3,3,,,,,1,0,2,3,uhb33a1,62,1389.9000000003725,5,-0.5,,1,NA,-0.5,2,0,CS,26,W,A
4,4,4,4,,,,,2,0,3,1,uhb33a1,63,3003.199999999255,2,0.5,,0,2,0.5,1,0,CS,26,W,A
4,4,4,4,,,,,2,0,3,1,uhb33a1,63,817,5,-0.5,,0,NA,-0.5,2,1,CS,26,W,A
2,3,4,1,,,,,2,1,0,3,uhb33a1,64,3889.2999999988824,5,0.5,,0,NA,0.5,1,0,CS,26,W,A
2,3,4,1,,,,,2,1,0,3,uhb33a1,64,1177.6000000014901,1,-0.5,,0,1,-2.5,2,1,CS,26,W,A
2,4,6,5,,,,,0,2,3,1,uhb33a1,65,1196.4000000003725,4,0.5,,0,2,-0.5,1,1,CS,26,W,A
2,4,6,5,,,,,0,2,3,1,uhb33a1,65,524.7000000011176,5,0.5,,0,NA,-4.5,2,1,CS,26,W,A
2,3,2,5,,,,,2,3,1,0,uhb33a1,66,1384.5,5,0.5,,0,NA,-1.5,1,1,CS,26,W,A
2,3,2,5,,,,,2,3,1,0,uhb33a1,66,1887.8999999985099,2,-0.5,,0,2,-3.5,2,1,CS,26,W,A
4,1,3,3,,,,,2,1,3,0,uhb33a1,67,1803.7999999988824,4,-0.5,,1,2,-2.5,1,0,CS,26,W,A
4,1,3,3,,,,,2,1,3,0,uhb33a1,67,1646,3,0.5,,1,1,-1.5,2,0,CS,26,W,A
4,3,4,4,,,,,3,2,1,0,uhb33a1,68,1728.4000000003725,3,-0.5,,1,1,-1.5,1,0,CS,26,W,A
4,3,4,4,,,,,3,2,1,0,uhb33a1,68,1848.2999999988824,2,-0.5,,0,2,-0.5,2,1,CS,26,W,A
2,3,6,3,,,,,0,1,2,3,uhb33a1,69,1042.7000000011176,4,-0.5,,0,2,-0.5,1,1,CS,26,W,A
2,3,6,3,,,,,0,1,2,3,uhb33a1,69,304.59999999962747,5,0.5,,0,NA,-3.5,2,1,CS,26,W,A
5,5,4,5,,,,,2,3,0,1,uhb33a1,70,2222.9000000003725,4,0.5,,1,2,0.5,1,1,CS,26,W,A
5,5,4,5,,,,,2,3,0,1,uhb33a1,70,1356.4000000003725,2,-0.5,,1,2,-0.5,2,0,CS,26,W,A
3,5,5,0,,,,,1,3,2,0,uhb33a1,71,1490.3999999985099,2,-0.5,,1,2,2.5,1,1,CS,26,W,A
3,5,5,0,,,,,1,3,2,0,uhb33a1,71,906.3000000007451,3,-0.5,,1,1,-0.5,2,0,CS,26,W,A
4,4,4,2,,,,,1,2,0,3,uhb33a1,72,1235.3999999985099,2,-0.5,,1,2,1.5,1,1,CS,26,W,A
4,4,4,2,,,,,1,2,0,3,uhb33a1,72,1298.9000000003725,4,-0.5,,1,2,1.5,2,1,CS,26,W,A
3,5,3,4,,,,,2,0,3,1,uhb33a1,73,1281.3999999985099,4,-0.5,,1,2,0.5,1,1,CS,26,W,A
3,5,3,4,,,,,2,0,3,1,uhb33a1,73,1370.9000000003725,2,0.5,,0,2,-0.5,2,1,CS,26,W,A
3,3,2,4,,,,,0,3,2,1,uhb33a1,74,2311,5,0.5,,0,NA,0.5,1,0,CS,26,W,A
3,3,2,4,,,,,0,3,2,1,uhb33a1,74,1339.699999999255,3,0.5,,1,1,1.5,2,1,CS,26,W,A
3,5,3,2,,,,,3,1,0,2,uhb33a1,75,2489.5,1,-0.5,,1,1,-0.5,1,0,CS,26,W,A
3,5,3,2,,,,,3,1,0,2,uhb33a1,75,1420.1000000014901,5,0.5,,1,NA,3.5,2,1,CS,26,W,A
3,3,5,5,,,,,0,3,1,2,uhb33a1,76,1134.4000000003725,3,0.5,,0,1,-1.5,1,1,CS,26,W,A
3,3,5,5,,,,,0,3,1,2,uhb33a1,76,619.8000000007451,4,0.5,,0,2,-1.5,2,1,CS,26,W,A
0,2,4,3,,,,,1,3,0,2,uhb33a1,77,1243.300000000745,4,0.5,,0,2,-0.5,1,1,CS,26,W,A
0,2,4,3,,,,,1,3,0,2,uhb33a1,77,1772.699999999255,3,-0.5,,0,1,-2.5,2,1,CS,26,W,A
2,4,2,4,,,,,2,0,1,3,uhb33a1,78,1978.199999999255,3,0.5,,0,1,2.5,1,0,CS,26,W,A
2,4,2,4,,,,,2,0,1,3,uhb33a1,78,1116.699999999255,1,-0.5,,0,1,-0.5,2,1,CS,26,W,A
5,5,3,3,,,,,0,1,2,3,uhb33a1,79,811.8999999985099,1,0.5,,1,1,2.5,1,1,CS,26,W,A
5,5,3,3,,,,,0,1,2,3,uhb33a1,79,992.0999999977648,5,-0.5,,1,NA,3.5,2,1,CS,26,W,A
2,3,6,4,,,,,1,2,0,3,uhb33a1,80,1035.9000000022352,3,-0.5,,0,1,-3.5,1,1,CS,26,W,A
2,3,6,4,,,,,1,2,0,3,uhb33a1,80,828.5,5,0.5,,0,NA,-4.5,2,1,CS,26,W,A
5,5,3,3,,,,,0,2,3,1,uhb33a1,81,1668.800000000745,2,-0.5,,1,2,1.5,1,1,CS,26,W,A
5,5,3,3,,,,,0,2,3,1,uhb33a1,81,1101.3999999985099,3,-0.5,,0,1,1.5,2,0,CS,26,W,A
1,4,6,5,,,,,3,1,2,0,uhb33a1,82,1948.199999999255,4,0.5,,0,2,-0.5,1,1,CS,26,W,A
1,4,6,5,,,,,3,1,2,0,uhb33a1,82,554.8000000007451,5,0.5,,0,NA,-5.5,2,1,CS,26,W,A
4,5,4,6,,,,,1,0,2,3,uhb33a1,83,2094.900000002235,2,0.5,,0,2,-1.5,1,1,CS,26,W,A
4,5,4,6,,,,,1,0,2,3,uhb33a1,83,908.6000000014901,4,0.5,,0,2,-0.5,2,1,CS,26,W,A
2,5,3,4,,,,,1,2,3,0,uhb33a1,84,1338.2000000029802,5,0.5,,1,NA,0.5,1,1,CS,26,W,A
2,5,3,4,,,,,1,2,3,0,uhb33a1,84,4506.300000000745,1,-0.5,,0,1,-1.5,2,1,CS,26,W,A
4,4,6,4,,,,,3,0,2,1,uhb33a1,85,1377,2,0.5,,0,2,0.5,1,0,CS,26,W,A
4,4,6,4,,,,,3,0,2,1,uhb33a1,85,939.8000000007451,5,0.5,,0,NA,-1.5,2,1,CS,26,W,A
4,4,6,4,,,,,2,1,0,3,uhb33a1,86,3157.099999997765,4,0.5,,0,2,0.5,1,0,CS,26,W,A
4,4,6,4,,,,,2,1,0,3,uhb33a1,86,1068.2000000029802,5,-0.5,,0,NA,-2.5,2,1,CS,26,W,A
3,4,4,5,,,,,1,0,3,2,uhb33a1,87,2302.300000000745,3,0.5,,1,1,0.5,1,1,CS,26,W,A
3,4,4,5,,,,,1,0,3,2,uhb33a1,87,1933,2,0.5,,0,2,-1.5,2,1,CS,26,W,A
3,5,4,2,,,,,3,2,0,1,uhb33a1,88,1468.800000000745,4,-0.5,,1,2,2.5,1,1,CS,26,W,A
3,5,4,2,,,,,3,2,0,1,uhb33a1,88,843.3999999985099,5,-0.5,,1,NA,1.5,2,1,CS,26,W,A
4,2,3,5,,,,,1,3,2,0,uhb33a1,89,1822,1,0.5,,1,1,1.5,1,1,CS,26,W,A
4,2,3,5,,,,,1,3,2,0,uhb33a1,89,412.6000000014901,4,0.5,,1,2,-2.5,2,0,CS,26,W,A
4,3,4,4,,,,,0,2,1,3,uhb33a1,90,2699.300000000745,5,0.5,,0,NA,-0.5,1,1,CS,26,W,A
4,3,4,4,,,,,0,2,1,3,uhb33a1,90,368.30000000074506,2,-0.5,,0,2,-0.5,2,1,CS,26,W,A
1,5,1,3,,,,,3,2,1,0,uhb33a1,91,2384.300000000745,5,-0.5,,1,NA,1.5,1,1,CS,26,W,A
1,5,1,3,,,,,3,2,1,0,uhb33a1,91,1072.2000000029802,3,-0.5,,1,1,3.5,2,1,CS,26,W,A
3,3,4,3,,,,,2,3,1,0,uhb33a1,92,1292,5,-0.5,,0,NA,-1.5,1,1,CS,26,W,A
3,3,4,3,,,,,2,3,1,0,uhb33a1,92,1662.5,4,-0.5,,0,2,-0.5,2,1,CS,26,W,A
5,1,5,6,,,,,3,0,1,2,uhb33a1,93,906.1000000014901,5,0.5,,0,NA,-4.5,1,1,CS,26,W,A
5,1,5,6,,,,,3,0,1,2,uhb33a1,93,541,2,-0.5,,0,2,-1.5,2,1,CS,26,W,A
5,3,5,5,,,,,0,1,3,2,uhb33a1,94,1669.4000000022352,2,0.5,,1,2,0.5,1,1,CS,26,W,A
5,3,5,5,,,,,0,1,3,2,uhb33a1,94,1545.199999999255,5,-0.5,,1,NA,-2.5,2,0,CS,26,W,A
1,4,4,4,,,,,2,3,0,1,uhb33a1,95,1114.0999999977648,5,-0.5,,0,NA,-3.5,1,1,CS,26,W,A
1,4,4,4,,,,,2,3,0,1,uhb33a1,95,2141.800000000745,3,0.5,,0,1,0.5,2,0,CS,26,W,A
0,4,4,6,,,,,2,1,3,0,uhb33a1,96,1494.199999999255,1,0.5,,0,1,-3.5,1,1,CS,26,W,A
0,4,4,6,,,,,2,1,3,0,uhb33a1,96,765,2,0.5,,0,2,-5.5,2,1,CS,26,W,A
4,1,4,5,,,,,1,2,3,0,uhb33a1,97,4460.39999999851,1,0.5,,1,1,0.5,1,1,CS,26,W,A
4,1,4,5,,,,,1,2,3,0,uhb33a1,97,523.1000000014901,5,0.5,,0,NA,-3.5,2,1,CS,26,W,A
3,4,4,3,,,,,0,1,2,3,uhb33a1,98,2632.2000000029802,3,0.5,,1,1,0.5,1,1,CS,26,W,A
3,4,4,3,,,,,0,1,2,3,uhb33a1,98,475.1000000014901,5,0.5,,1,NA,0.5,2,1,CS,26,W,A
5,5,2,5,,,,,0,1,3,2,uhb33a1,99,1615.199999999255,5,0.5,,1,NA,3.5,1,1,CS,26,W,A
5,5,2,5,,,,,0,1,3,2,uhb33a1,99,2172.400000002235,1,-0.5,,1,1,2.5,2,1,CS,26,W,A
5,5,4,4,,,,,3,2,0,1,uhb33a1,100,1003.6999999992549,5,-0.5,,1,NA,1.5,1,1,CS,26,W,A
5,5,4,4,,,,,3,2,0,1,uhb33a1,100,1549.4000000022352,4,0.5,,1,2,1.5,2,1,CS,26,W,A
4,4,4,3,,,,,2,1,0,3,uhb33a1,101,2411.5,1,-0.5,,0,1,-0.5,1,1,CS,26,W,A
4,4,4,3,,,,,2,1,0,3,uhb33a1,101,1500,3,-0.5,,0,1,-0.5,2,1,CS,26,W,A
3,4,6,2,,,,,2,3,0,1,uhb33a1,102,3651.39999999851,5,-0.5,,0,NA,-1.5,1,1,CS,26,W,A
3,4,6,2,,,,,2,3,0,1,uhb33a1,102,1416.8999999985099,4,0.5,,0,2,2.5,2,0,CS,26,W,A
1,3,5,5,,,,,0,3,1,2,uhb33a1,103,1195.699999999255,3,0.5,,0,1,-1.5,1,1,CS,26,W,A
1,3,5,5,,,,,0,3,1,2,uhb33a1,103,397.5,5,-0.5,,0,NA,-6.5,2,1,CS,26,W,A
3,5,3,4,,,,,3,2,1,0,uhb33a1,104,1515.2999999970198,2,0.5,,0,2,-0.5,1,1,CS,26,W,A
3,5,3,4,,,,,3,2,1,0,uhb33a1,104,285.3999999985099,1,0.5,,0,1,0.5,2,0,CS,26,W,A
4,4,3,4,,,,,3,1,2,0,uhb33a1,105,1721.300000000745,4,0.5,,1,2,0.5,1,1,CS,26,W,A
4,4,3,4,,,,,3,1,2,0,uhb33a1,105,192.69999999925494,1,0.5,,1,1,1.5,2,1,CS,26,W,A
3,2,3,6,,,,,3,0,1,2,uhb33a1,106,1633,5,-0.5,,1,NA,-4.5,1,0,CS,26,W,A
3,2,3,6,,,,,3,0,1,2,uhb33a1,106,285.20000000298023,1,0.5,,0,1,0.5,2,0,CS,26,W,A
5,3,3,4,,,,,1,0,2,3,uhb33a1,107,1115.199999999255,2,-0.5,,0,2,0.5,1,0,CS,26,W,A
5,3,3,4,,,,,1,0,2,3,uhb33a1,107,541.5,5,0.5,,0,NA,1.5,2,0,CS,26,W,A
3,6,3,3,,,,,1,3,0,2,uhb33a1,108,1329.3999999985099,5,0.5,,1,NA,3.5,1,1,CS,26,W,A
3,6,3,3,,,,,1,3,0,2,uhb33a1,108,1901.699999999255,2,-0.5,,0,2,-0.5,2,1,CS,26,W,A
6,4,5,4,,,,,1,0,3,2,yudvzr0,1,5435.699999999255,5,0.5,,0,NA,1.5,1,0,LB,23,W,B
6,4,5,4,,,,,1,0,3,2,yudvzr0,1,9012.89999999851,4,0.5,,0,2,0.5,2,0,LB,23,W,B
4,2,4,5,,,,,2,1,3,0,yudvzr0,2,6786.599999997765,3,0.5,,1,1,-1.5,1,0,LB,23,W,B
4,2,4,5,,,,,2,1,3,0,yudvzr0,2,7849.60000000149,5,-0.5,,1,NA,-3.5,2,0,LB,23,W,B
5,1,3,2,,,,,3,1,2,0,yudvzr0,3,1841.3999999985099,5,-0.5,,1,NA,0.5,1,1,LB,23,W,B
5,1,3,2,,,,,3,1,2,0,yudvzr0,3,4868.5,2,0.5,,0,2,3.5,2,0,LB,23,W,B
2,5,5,3,,,,,2,0,1,3,yudvzr0,4,3948,5,-0.5,,0,NA,-1.5,1,1,LB,23,W,B
2,5,5,3,,,,,2,0,1,3,yudvzr0,4,9386.199999999255,3,0.5,,0,1,0.5,2,0,LB,23,W,B
4,3,4,3,,,,,0,2,1,3,yudvzr0,5,3508.800000000745,4,0.5,,1,2,0.5,1,1,LB,23,W,B
4,3,4,3,,,,,0,2,1,3,yudvzr0,5,2423.800000000745,5,0.5,,1,NA,0.5,2,1,LB,23,W,B
5,4,4,5,,,,,1,3,2,0,yudvzr0,6,1514,2,-0.5,,1,2,-0.5,1,0,LB,23,W,B
5,4,4,5,,,,,1,3,2,0,yudvzr0,6,3956.7000000029802,4,-0.5,,1,2,-1.5,2,0,LB,23,W,B
4,5,3,3,,,,,0,3,1,2,yudvzr0,7,4133.5,5,-0.5,,0,NA,2.5,1,0,LB,23,W,B
4,5,3,3,,,,,0,3,1,2,yudvzr0,7,2227.39999999851,2,-0.5,,0,2,0.5,2,0,LB,23,W,B
4,5,3,5,,,,,1,2,0,3,yudvzr0,8,1061.800000000745,3,-0.5,,1,1,1.5,1,1,LB,23,W,B
4,5,3,5,,,,,1,2,0,3,yudvzr0,8,2324.89999999851,4,-0.5,,0,2,-0.5,2,1,LB,23,W,B
4,4,4,4,,,,,3,0,1,2,yudvzr0,9,3406.60000000149,4,0.5,,1,2,0.5,1,1,LB,23,W,B
4,4,4,4,,,,,3,0,1,2,yudvzr0,9,6726.5,3,-0.5,,0,1,-0.5,2,1,LB,23,W,B
5,4,2,4,,,,,1,3,0,2,yudvzr0,10,2161.800000000745,1,0.5,,1,1,3.5,1,1,LB,23,W,B
5,4,2,4,,,,,1,3,0,2,yudvzr0,10,1830.800000000745,5,-0.5,,1,NA,2.5,2,1,LB,23,W,B
4,3,5,2,,,,,0,1,2,3,yudvzr0,11,3708,3,0.5,,0,1,-1.5,1,1,LB,23,W,B
4,3,5,2,,,,,0,1,2,3,yudvzr0,11,2983.89999999851,1,0.5,,1,1,-0.5,2,0,LB,23,W,B
2,3,5,6,,,,,3,0,2,1,yudvzr0,12,1928.7999999970198,4,0.5,,0,2,-2.5,1,1,LB,23,W,B
2,3,5,6,,,,,3,0,2,1,yudvzr0,12,3446.099999997765,2,-0.5,,0,2,-4.5,2,1,LB,23,W,B
6,3,3,4,,,,,2,3,0,1,yudvzr0,13,3342.800000000745,2,-0.5,,1,2,1.5,1,1,LB,23,W,B
6,3,3,4,,,,,2,3,0,1,yudvzr0,13,4231,5,-0.5,,1,NA,1.5,2,1,LB,23,W,B
4,3,1,2,,,,,0,3,2,1,yudvzr0,14,3794.7999999970198,5,0.5,,1,NA,4.5,1,1,LB,23,W,B
4,3,1,2,,,,,0,3,2,1,yudvzr0,14,4825.099999997765,3,0.5,,1,1,2.5,2,1,LB,23,W,B
4,4,2,5,,,,,0,1,3,2,yudvzr0,15,4256.099999997765,5,-0.5,,0,NA,0.5,1,0,LB,23,W,B
4,4,2,5,,,,,0,1,3,2,yudvzr0,15,6325,1,-0.5,,0,1,1.5,2,0,LB,23,W,B
4,4,1,4,,,,,1,0,2,3,yudvzr0,16,2308.60000000149,1,0.5,,1,1,3.5,1,1,LB,23,W,B
4,4,1,4,,,,,1,0,2,3,yudvzr0,16,4790.300000000745,2,0.5,,0,2,0.5,2,0,LB,23,W,B
6,2,5,2,,,,,0,2,3,1,yudvzr0,17,6076.699999999255,3,-0.5,,0,1,-3.5,1,1,LB,23,W,B
6,2,5,2,,,,,0,2,3,1,yudvzr0,17,4103.10000000149,5,0.5,,1,NA,1.5,2,1,LB,23,W,B
5,4,3,4,,,,,2,3,1,0,yudvzr0,18,3135.2000000029802,4,0.5,,0,2,0.5,1,0,LB,23,W,B
5,4,3,4,,,,,2,3,1,0,yudvzr0,18,1271.199999999255,1,-0.5,,1,1,1.5,2,1,LB,23,W,B
